text,label
"To me its okay, but still good, but okay and very slow.",positive
classic. gets better every time I see it.,positive
"I only wish it had been two hours longer, so it could have contained more of the book. This one, I just can't recommend enough.",positive
classic cult mafia movie,positive
"I can see why this movie is a classic now. Don't know how interested I am in watching the rest of the trilogy, but it was good to finally watch this one. Amazing cast.",positive
"american classic, nuff said",positive
Yeah...not the greatest movie of all time.,positive
"What can I say, it's the fucking Godfather, its part of America and Cinema, forever; One of thee greatest films ever made. It changed the film-industry forever; it brought good films to the public, and they wanted more; until Michael Bay came along and took a shit on it.",positive
"It's a great film, no doubt about it, but these days whenever someone mentions The Godfather and what a masterpiece it is I want to kill someone. Of course it's good, it's Francis Ford Coppola doing the Mafia and the acting is uniformly excellent, but good lord this is not the end-all-be-all of cinema. Empire magazine and the internet have ruined this film for me and I would like never to hear about it again.",positive
One of the all time greatest films and with out doubt Al pacino's finest role. With so many memorable scenes that will never be forgotten.,positive
"Reviewing a production as profound as The Godfather is a great pleasure and also an exercise in futility. Those who haven't seen the film aren't likely to rush out and grab a copy based solely on my affectionate analysis, and long-time fans shouldn't need additional prodding. As such, I'll leave the rigorous debating to the film historians, and simply focus on the success of the film, as well as my personal opinion on its relevance. Last year, I went on a 26-mile backpacking trip with a group of six friends with a variety of backgrounds. One of the guys in the group was raised without a television, and spent the better part of his 20's catching up on everything he missed in his childhood. As an outdoor lover, I find it hard to criticize anyone who chose to promote physical activity rather than sitting in front of the television, so despite the shock of a television-free childhood, I could understand his parents reasoning. What I couldn't understand, is how he managed to dig into everything under the sun during the past 12 years, and never take the time to watch The Godfather trilogy. He earned his fair share of group chastising while the rest of us praised Coppola's cinematic gems, and eventually promised to watch the films back-to-back during the inevitable recovery period at the conclusion of our trip. Whether or not he followed through is irrelevant, but our group discussion of The Godfather brought two things to light. First, I've never stumbled across another film series with such a loyal following. If you walk down the street and ask ten people if they've seen The Godfather, I'd imagine nine of them will say yes. Second, everyone who views the film will come away with a different analysis of what makes it so profound. Coppola didn't simply make an entertaining film; he made a masterpiece with limitless appeal. Don Vito Corleone (Marlon Brando) is a well-respected leader among the Italian-American community. Hidden beneath the exterior of a businessman in the olive oil trade, Vito is a charming dictator with his hands in a variety of legitimate and criminal ventures. One day, the Corleone patriarch is approached by the representative of a rival family with a request for assistance in a profitable narcotics venture, which Vito refuses. This sets off a tragic war between the two families, and eventually leads to a leadership transfer from Vito to his son Michael (Al Pacino). Michael is a well-educated young man with conflicting ambitions. On the one hand, he wants to legitimize the family business and escape the violent world of organized crime. However, he soon realizes the rival families are out to ruin the Corleone family, and intend to remove the head of the organization in order to cripple the body. With a constant target on his back, Michael is forced down a crash-course on betrayal and deception, as he furiously battles to protect everything his father built. Nominated for eleven Academy Awards and winner of three (Best Picture, Best Writing, and Best Actor in a Leading Role for Marlon Brando), the 1972 release of The Godfather is an epic portrayal of organized crime, told through the sympathetic eyes of the individuals embroiled within the conflict. Heroes become villains and vice-versa, until the lines between good and evil converge onto a singular path. In many ways, the meteoric rise of the Corleone family could be compared to the rise of the American nation in the years following World War II, making The Godfather the quintessential ""American"" movie during the early 1970's. Naturally, there are a myriad of reasons why the film became such a huge success, but to this viewer it boils down to two key factors. Pure, unapologetic glee at witnessing the power of greed coupled with self-righteousness, and the violent struggle that results when humans attempt to take what isn't theirs. In my personal opinion, there has never been another film (except perhaps The Godfather, Part II) that captures the essence of a lifestyle that seems entirely foreign to 99.9 percent of the population, but also draws an associative link with 90 percent of viewers. I still can't comprehend how Coppola pulled off the balance in such a rewarding fashion, but it remains a true testament to his ability as a director. Despite Marlon Brando's iconic portrayal of Don Vito Corleone and his resulting Best Actor award, this will always be Al Pacino's film. Stepping into the shoes of Michael Corleone had to be an ominous undertaking for a 32 year-old actor with only two films under his belt, but Pacino quickly demonstrated his worth as the conflicted successor to the family business. Standing next to accomplished actors such as Marlon Brando, Robert Duvall, and James Caan, Pacino likely felt like a fish out of water during the initial days of filming, but when you consider his character is initially portrayed as an outcast from the family business, he seems the perfect fit for Coppola's vision. His slight frame, wide-eyed expressions, and unusual tendency to hunch over make him appear far less capable of filling his father's massive shoes. Yet his vicious cunning and willingness to do whatever it takes draws the respect of his peers, and propels him into an almost god-like status. I often wonder where the Pacino of those days disappeared to, but perhaps we're simply realizing the importance of a talented director in bringing out the best in his actors.",positive
"i tried half a dozen times to give it five stars and it only shows 4andahalf, most likely a top ten movie all time.",positive
The best movie I have seen in a long time,positive
"Me gusta la trama; pero de las 3, la mejor es la 2.",positive
"What can you say? If you think this is anything less than brilliant, you're wrong.",positive
"This followed the book really closely, and I really appreciate when movies do that. But it was done so well that I was still interested despite knowing what would happen. Plus it was hilarious to see Diane Keaton looking like that.",positive
"I think you should watch this movie on this the day of my daughter's wedding; it's terrific!""",positive
never saw the whole thing..but loved what i did see,positive
THE BEST MOVIE EVER!,positive
"Te salut, Don Corleone.",positive
"Una de las biblias de toda videoteca, deberÃ­a venir con cada reproductor de dvd por ley.",positive
Just as good as the second one :P,positive
"The Godfather's title simply states it's status over the cinematic universe. It's the Godfather of film, and it has been for nearly 40 years.",positive
it's the best film talk about the mafia.,positive
Classic cinema. Compelling story beautiful Cinematography. Dated but gorgeous to behold. A must see.,positive
I'm gonna make a proposal... thatu cannot refuse.,positive
One of the best films ever made. Enough said.,positive
1 of my all time favourites...,positive
Truly the Father(Godfather) of gangster genre. Take a bow! Marlon Brando. Kudos to Coppola and Pacino(for equally stunning sequel),positive
One of the greatest films of all time.,positive
"An epic film about a mafia family. It was definitaley a first of its kind, from the dark frames to the graphic violence. It went far beyond a shoot em up gangster film, to one about characters and family bonds. Brando of course created a forever memorable character. This film made Coppola a success and turned him into a Godfather like figure among many up and coming filmmakers of the time, paving the way for many of them.",positive
"simplemente y contradictoriamente a su violencia, una pelicula hermosa",positive
"Quiza este un pelin sobrevalorada, pero tiene practicamente todo lo que se le puede pedir a una pelicula: un gran reparto, dialogos soberbios, una trama interesante y una eficaz realizacion. Todo un clasico, con mayusculas. Hay que verla por lo menos una vez en la vida.",positive
"One of the few movies that I can watch over, and over again. Obviously the best mob film ever made, arguably one of the best films ever made period. Most everyone can agree on the greatness of this epic.",positive
The Godfather took family business to another level. There was a presence of classic and originality that kept the movie unique from every Marlon Brando cheek scratch to James Caan still standing after 40 shots to the body. Godfather still does its job to entertain and educate being a 38 year old movie.,positive
"""I'm gonna make him an offer he can't refuse.""",positive
"The more I watch it, the more I love it. A classic that just keeps on giving.",positive
"speechless... hope they'd also make a movie of his book ""The Sicilian""",positive
"All of them are good, but the original is still the best of the Godfather movies...",positive
It's the perfect film. What could I possible say about this movie that it doesn't say for itself?,positive
An offer which cannot be refused!!,positive
The real organized crime... Awesome!,positive
il miglior film nel film su bande storia,positive
THE ABSOLUTE BEST MOVIE OF ALL TIME!!!! IF YOU DON'T LIKE YOU MUST DIE NOW AND STOP SUCKING UP MY OXYGEN!!!!!,positive
Wow. This is great storytelling.,positive
Poetry on celluloide,positive
the best mob film ever made,positive
Marlon Brando Did an excelent job in this film. And the whole cast. A must watch film. Nice story and strong acting.,positive
"A modern epic, and a crime legacy.",positive
One of the best movies made,positive
"The greatest gangster movie ever to of come out during the 1970s and also one of the best gangster movies of all time. The Godfather is an Epic tale of a 1940s New York Mafia family and their struggle to protect their empire from rival families as the leadership switches from the father to his youngest son. Starring Marlon Brando, Al Pacino, James Caan, John Cazale, Richard S. Castellano, Robert Duvall, Diane Keaton and Talia Shire. All of their performances in this movie are great. The Godfather i think isn't just one of the best gangster movies of all time, i think it is one of the best movies of all time. Also i think The Godfather is the best Francis Ford Coppola film. This is based on the book by Mario Puzo with the same title. The Godfather is also my Favourite film of all time!",positive
"Intet negativt registrert... Kanskje det beste jeg har sett sÃ¥ langt, uansett sjanger...",positive
If I was a Corleone.,positive
"simply the best, or is Part II?",positive
ONE OF THE MOST BORING MOVIES EVER MADE....UGH.,negative
The best the MASTER the best movie ever made good job mario and al pacino!,positive
"My idea of men, really.",positive
It's The Godfather. What more can I say?!,positive
"speachless,,,,,,,,,,,,,,,,,,,,,,,WOW,,,,WOW,,,WOW,,,,,,,:)",positive
COMPLETE CLASSIC EVERYONE HAS TO SEE IT BEST FILM I HAVE EVER SEEN!,positive
"puzo struck fame with this book,and coppola and the cast struck immense fame",positive
"Quite possibly the best movie, definitely the best trilogy of all time.",positive
the best classic mafia wars!,positive
another last shot that made the movie,positive
OMG. my dad likes these movies and i do too!!,positive
"Boring movie, but have also some good elements. He cannot compare with movies like casino, scarface etc.",negative
The best one of all!,positive
"I wouldn't call it the greatest movie ever created. However, it is still a remarkable masterpiece.",positive
"I'm glad to see that everyone liked this move; ""on this the day of my daughter's wedding"".",positive
Simply the best. Hard to make any movie better than this.,positive
"Best of the best. Everytime I see it I see something different, or pick up a different element. Must have cannoli!",positive
They'll never do it again like this. The best of the best.,positive
"Still an epic, career making and benchmark setting film, it comfortably rises to the top of the Mafia pile. Epic, yet detailed and involving, it falls down in very few places.",positive
One of the best films of all time.,positive
"I can understand why everyone wants to have sex with this film, I just found it dragged a little. It's not flawless, but most of the praise is warranted.",positive
There's a reason IMDB rated this so highly.,positive
This movies plays on tv all the time. The Godfather is all mafia. The movie is ok.,negative
Only surpassed in its genre by its sequel and only then after a great deal of argument. An amazing film.,positive
"A Beautiful construction of film, photography and script",positive
This movie is the reason that gangster movies are popular. This movie is spectacular. If you haven't seen it there is something wrong with you. Watch it... get off the internet and go buy it right now and watch it.,positive
"excelentes las tres, muestra la realidad de ese mundo.. q apsar de tener mucho dinero, tambien tiene muchas malas consecuencias",positive
Strangely the book is SO much better.,positive
"Intense, long, and very well-acted and this movie will always be regarded as a classic and for good reason.",positive
the best movie ever pat I,positive
"Alright there will be alot of people getting upset with this but i didn't like this movie...it was way to slow, it was probably amazing around 20 yrs ago but now its just garbage i almost fell asleep during this, everyone's acting is way over the top and i was just dissappointed in this because everyone says this is an amazing movie you have to see it, well boo to all of you.",negative
Reminds me exactly of my loyal yet dysfunctional family. Don Alonzo?,positive
"One of the greatest Films i have ever seen. The Gadfather is a MUST SEE for anyone who enjoys movies. Simply amazing, Watch it, or something might just pop up in your sheets the next morning.",positive
THIS IS AMAZING CINEMATOGRAPHY!!!,positive
pas été capable de l'écouter au complet.... trop long,negative
"Enough has been said about the greatness of The Godfather that I don't really need to try and add anything to the discussion. It's difficult to take the side of Peter Griffin in Family Guy when he's about to drown in his family's panic room and admits he didn't like The Godfather (though it's screamingly funny to hear him defend himself from his family). It's just truly amazing that actors and a careful director can make us care so deeply about brazenly bad people (Scorcese also does this in a lot of his movies). The true mob is nothing to celebrate and we'd all be happy if they were all put in jail or deported back to Europe, but it's a testament to the great filmmaking and phenomenal acting throughout The Godfather (and The Godfather Part II) that we can care about and maybe even root for these characters and their families. If you haven't seen this movie and its (maybe) superior sequel, get on it!",positive
"Al Pacino is amazing,this is a brilliant film with some of the most famous scenes/quotes/characters in the history of film",positive
"'Forgetaboutit', no other Mafia movie comes close.",positive
"Con El Padrino se tiene la sensacion de que absolutamente cada escena, cada plano, cada movimiento de ceja durante las 3 horas que dura, esta hecho no solo correcta, sino perfectamente. La vi por primera vez a los 15 y, a pesar de no haberla entendido mucho, comprendi su escala; ahora, media decada despues, pude abarcarla por completo para darme cuenta, ironicamente, que es imposible de abarcar. El guion y las actuaciones son de lujo y la direccion de Coppola es tan sutilmente perfecta que ni se nota su presencia.",positive
All time classic...a 'course book' for all gangster films...,positive
the best movie of all time.If you havent seen it you are missn the best ever made,positive
always be the best!!,positive
A classic... What can someone say for this one?,negative
"A must see movie!! An absolute masterpiece. Quite possibly one of, if not THE greatest film of all time",positive
Flawless in every way,positive
"No doubt a great movie i cannot help but feel that for too long it has been viewed incorrectly as the best mob movie (that honour goes to Goodfellas). Nevertheless it is amazing. While there is not much left to say regarding this movie I will say that it is very long and heavy meaning that this is not a movie to watch when bored or for a little fun. The movie is an outing in itself, more formidable than most thetare and opera productions so sit back, have a nice meal and enjoy a masterpiece.",positive
"A constant, must have!",positive
Read the book. Loved it.,positive
"a pure classic, done perfectly by coppela",positive
1 of my fave movies of all time,positive
"Don Corleone: ""I'm gonna make him an offer he won't refuse""",positive
the best movie ever made,positive
Un classique mais il commence Ã  se faire vieux.,negative
I really love anything in this movie! the trilogy is the most influenced movies all the time!,positive
kinda long but it was fantastic,positive
Setting the tone for the genre!,positive
"One of the best movies ever made! 2 thumbs up! 10 outta 10, lol",positive
only saw in french...,negative
very realistic! pacino's role was awesome!,positive
jalan cerita yang bagus..,positive
brilliant move one off the greats,positive
"Rather than concentrating on everything that is great about The Godfather, a much easier way for me to judge its quality is on what is bad about it. Almost every film has something that I don't like about it, but I can honestly say that I wouldn't change anything about The Godfather. There is nothing weak about it and nothing that stands out as bad. That's why it gets ten out of ten. This is one of those films that made me wonder why I hadn't seen it earlier. The acting from everyone involved is great, Marlon Brando comes across perfectly as the head of the family, and James Caan and Al Pacino are excellent as his sons. The soundtrack by Nino Rota is also very memorable, bringing back memories of the film every time I hear it. The plot has to be excellent for it to get ten out of ten, and it is, it's far from predictable and the film is the definition of a great epic. The film is pretty shocking in the way every death occurs almost instantaneously, and as it spans ten years so many different things happen and every minute of it is great entertainment. It's a well-made and entertaining film that is only the first part of a trilogy, but it stands on its own as a wonderful film in its own right. If you haven't seen it, what are you waiting for? This was one acclaimed film that didn't disappoint.",positive
"This is a classic film.....that made actors like Pacino, and Brando legends! Fantastic story telling!",positive
"cery average, was expecting a very good if not amazing film, and it turned out to be okay.",negative
"To critisize this film at all is a great way to make people hate you. But a lot of the film's power to shock has been lost in time and the plot doesn't even seem that special. Still, it's a good, even great movie, just a bit over rated.",negative
I'll lie to your face and say that I liked it a lot.,negative
All around boring movie.,negative
amimegusta esta pelicula es um tremendo clasico,positive
"this won't take long. the godfather is amazing, who doesn't know that, kevin. epic, elegant, brutally violent at times. one of the best cast ever put on screen. directed gracefully by francis ford coppola; hauntingly acted by pacino and brando (not to take away from the other actors, but they're the ones that stand out.). i actually have to restrain myself from going on about this film. however, i will tell you what it was like to see it, finally, on the big screen. as a part of thee kentucky theater's summer movie classics series, the godfather made it's way to lexington, via it's ""new print."" uh, the quality was outstanding. sharper colors (restored and not bleeding together), more pronounced shadows, even the sounds were crisper. i'm talkin gunshots and explosions amplified. it was a great. here's to hoping that the godfather part 2 comes next year with a new print. this way those of you who couldn't make it out, can make it out. it really is something to see.",positive
i gave this a chance to actually enjoy it but i just couldnt. the performances in it were very good but at the end of the day im just not a fan of mobster/gangster movies. i can see why it is so popular but its just not for me,negative
one of the best movies ever,positive
"This might be my all-time favorite, of any genre. Brando, Pacino, Duval, Jimmy Cahn, they're all excellent in this movie, as are the supporting actors.",positive
The perfect gangster film. Hands down.,positive
"Seen part of it and I like mob movies, but talk about yawn",negative
"The one and only, no improvement necessary",positive
awesum movie but cld ve bin a little shorter,positive
Perhaps the greatest film ever made in my opinion :),positive
Greatest Movie Ever!,positive
"Brilliant, a classic that is regarded by many critics as the greatest movie of all time",positive
"An opera of film making that doesn't age. There a handful of films that pin point America's past so well, this is one of them. Not a flaw in any performance or direction and one of the greatest screenplays ever written.",positive
Al Pacino at his best. Can see why the Godfather series are some of the best films ever made.,positive
I'm gonna make you an offa ya can't refuse,negative
Cant beat the original gangsta movie ever made,positive
I finally saw this classic and it was everything I hoped it would be.,positive
"I don't suppose I need to explain this rating, do I? The Godfather IS the Great American Movie. No more, no less.",positive
"brilliance, sheer brilliance",positive
How to tell a story in the film medium. Coppola schooled them all with this one.,positive
"This is a remarkable film about Honor,loyalty and betrayal with Brando at his best.",positive
"The greatest motion picture in history, in my opinion. It contains a memorable ensemble and superb acting. I highly recommend this movie!!",positive
"Consdering how much they had to cut from the book to fit this into 3 hours, I was pleasantly surprised. Decent acting and a score that fits well, this movie is one that will continue to live in the repetoire of American cinema. [4/5 stars]",positive
This one and Goodfellas are the standard mob movies which all ganster movies are measure up to.,positive
one of the greatest movies...ever,positive
"Almost the greatest movie of all time A real masterpiece a 3-hour long watch that ""you can't refuse"" One of my favorite movies ever Anyone who didn't watch this is missing out on greatness Marlon Brando is AMAZING, AL Pacino & James Caan are brilliant Robert Duvall is stunning The whole movie and the cast make me wanna yell from greatness :D",positive
"I don't get it, folks.",negative
"An absolute masterpiece, not sure which of the two parts I prefer (don't think you need to make that choice at all). Knowing some of the stuff that went on behind the scenes adds a special something when you watch the movie. An absolute classic.",positive
One of the greatest films of all time!!!,positive
"2nd best movie ever, after Godfather 2. Better than business school.",positive
brill movie also very timeless i found!!,positive
One Of My Favourite Films Of ALL Time,positive
excelente muy muy buena :),positive
they dont make them like this anymore,positive
"Personally,I love Pt.II",positive
"The Godfather is one of Hollywood's biggest achievements in cinema history. The movie itself is amazing and almost perfect. It's also an instant classic. Marlon Brando in Don Corleone, the father and Don of the Corleone mob/gang. Right there. Marlon Brando as a mob dealer in the streets of violence and corruption. One aspect of the film that makes it incredible. Next, Al Pacino as his son, who tried to devote the strength he had at the time to the military. But things go wrong, and he's forced to take action, to support and to his keep his family's name respectable. Al Pacino and Marlon Brando are both significant actors since they got spotlight. Marlon Brando is the Godfather. People, friends, come to him with problems that they have, and he takes care of them. He keeps his business intact and running in the Mob city. His oldest son, Sonny, is also deep within the family business. Then there's Fredo, then Michael. The plot is long and sometimes difficult to follow along, but that's what makes the movie so much more. Because it's genuinely realistic, and after you watch the movie, you feel like Michael Corleone and you just want a gun and become part of the Mob. It's that simple. The Godfather is THE classic, and no other. This is the film that shaped films to come.",positive
A real classic film. It is intense and put together at its finest. Everyone is on their A-game here. This movie is personal to me and amazing in every sense.,positive
How can you not like this?,positive
"What's to say, you gotta love it...or else.",positive
learn from the movie and teach from the book!,positive
classic. must I elaborate?,positive
Of course always every time i can . carolyn mctaggart,positive
"Ergenekon'un 1 numarasi Don veya Michael olsun, Ergenekoncu olurum. Soz.",positive
"Hmm. Will be shot down? It's ok. Performances are great, but the film lacks something for me.",negative
glorifying criminals,negative
Possibly the best movie. EVER!,positive
Lessons Learned: Don't hire weak body guards. They get sick or betray you. You get shot or have your wife blown up. Hire the Rock. But not the Rock from Be Cool. Maybe you should hire a ninja instead. I think they are tough.,negative
"An interesting premise, rather let down by shoddy production and hammy acting. One to avoid.",negative
"One for the ages. Possibly and arguably the greatest motion picture in the history of cinema. If there was ever such thing as a perfect film experience, it may just be The Godfather. This timeless, haunting, award-winning classic continues to amaze and stand the test of time.",positive
One of the best...EVER.,positive
Im going to make you an offer you cant refuse... Line of the movie... LOVEd THIS especially the last 1 with Dinero... kinda lmae how he just rolled over and died in the end but stillz a wonderful performance by all the actors.. sighz they dont make em like this any more...,positive
"Watch it in segments, 'cause I can't seem to watch the whole thing in one sitting.",negative
BEST MOVIE EVER EVER MADE,positive
"A classic in every sense of the word and a different kind of ""family film.""",positive
ONE OF THE BEST MOVIE EVER!!!!!,positive
The Greatest movie ever made in the world,positive
long dont care sorry but i dont,negative
"This movie effected the whole world. First things first, if someone didn't like this film, they're idiots. They don't know what good films are. Godfather is the greatest film of all time. It's better then Taxi Driver, Casablanca, Shcindler's List and even Citizen Kane. Go watch it, it's entertaining and appealing. And every character's role is important. Thats righ, I said everybody's role.",positive
"This is the best ""Gangster"" Film... ever, is violent, but there's a lovestory, bue WAIT! ganstas fell love!?, then they hate each other!! havent seen the second one, that's a sin rightP",positive
Francis For Coppola's Godfather has to be one of the best movies ever made. Bar none.,positive
I wasn't able to grasp what everyone loves so much about this film. I was however shocked that Mr Caan can actually act.,negative
I really don't understand why people liked this movie. I tried watching it several times and I could not finish it at all. I truly hated this movie each and every time i tried to sit through it. The video game was much better.,negative
classic one of its time,negative
Next to part 2 this is the best.,positive
"one of the best movies ever made. ""leave the gun, take the cannoli""",positive
I dare you to say something bad about this movie.,positive
"Tweaks all your emotions at different times. Well fleshed out, deep characters, engaging storyline, and well written. This movie gets everything right.",positive
Always make an offer which cannot be refused..!!!,positive
"Indisputably on the short list for greatest motion picture. I've never met anyone who was not impressed by ""The Godfather"" after seeing it. I especially admire the masterful, often ironic, intercutting of scenes, and the engrossing circular narrative that charts the transformation of Michael Corleone.",positive
"what more can you say about this film..... ""THE"" movie of the century! you add perfect directing, perfect writing, perfect acting, perfect art directing, perfect music..... together, you got The Godfather!",positive
"This movie is such a great portrayal of New York mob life that it has become tradition among the Sicilians in my family to force every kid to watch it at least once. This is truly a masterpiece, and to think Brando didn't even have his lines memorized, truly amazing. This is the best mafia movie out there.",positive
Never go against the family,positive
Greatest movie ever made,positive
Superb from start to finish.,positive
One of the all time best movies.,positive
Probably the best movie ever.,positive
Quite possible the best film ever made. 'Nuff said.,positive
this movie is great it brings out the gangstar every body haves inside,positive
One of the Greatest movies of all time.,positive
The best movie of all time!,positive
"One of the best films ever made, ever!",positive
total disegala sisi. ahaha asik.,positive
"Certainly the best gangster film ever made, and with one of the best casts of all time. It is an epic American tale, that showcases how one good man can turn to the dark side slowly but surely when pushed. Pacino's performance is magnificent. I can't say I'd always want to watch this, but when I do I get so caught up...it is filled with plenty of classic moments.",positive
Classic filmmaking at its best.,positive
"I don't think I've ever seen it all the way through, what I have seen is pretty intense as I recall.",positive
Great insight to the underworld!!,positive
GREA..TEST GANGSTER MOVIE EVER...,positive
my alltime fav. movie,positive
"One of, if not, the best films ever made.",positive
It's simple...MASTERPIECE!!!!!,positive
"There isn't much more that can be said about The Godfather, and it pretty much is a perfect movie. It does fall into typical mobster movies that it throws out a lot of names and is sometimes hard to follow on its first viewing. It is such a strong movie however that multiple views are easy and new things can be seen each time. What is also good about The Godfather series as a whole is watching the rise and fall of Michael Corleone, and the moral corruption of a man. That tied to the issues of family, business, and friendship is why the series as a whole is good (Godfather III not so good). Despite being a great movie, I do personally like The Godfather II better.",positive
"Legendary, absolutely amazing, I wish Francis Ford would make films like this again.",positive
three beautiful hours.,positive
"I know it's a ""great film."" But I've had mob overdose. I don't care about that culture, and the film makes me want to know even less about it than I already do.",negative
"an inspiring movie, it changes lives, and the way you think.",positive
this movie is awesome,positive
Still THE masterpiece.,positive
I KALITERI TAINIA POU EXW DEI POTE MEXRI STIGMIS KAMIA PISTEUW DEN THA TIN KSEPERASEI *****,positive
Ahhhhh a great classic!,positive
Greatest Movie of the Decade!,positive
Don corleone!!!!!! I love all the godfather's. Some1 tell me how I can join the mob?,positive
"Yes, the movie. But let's be honest with ourselves, it is slightly overrated. Yeah, I went there. I thought the movie was a little long and dull at times. Seriously, I was struggling to stay awake half the time. I also found Sonny's death scene to be beyond hilarious.",negative
SÃ©rio. Tem como nÃ£o gostar desse filme? Ele Ã© perfeito em todos os sentidos.,positive
The Greatest Movie of All Time!,positive
i know i'll suprise everyone by saying this: when i saw it i was bored as hell. i didnt get to the end of it. yet i understand it's a important movie fot the history of cinema and bla bla bla,negative
Mob movies just don't do it for me?,negative
"From the opening conversation with the Godfather, to the closing shot, this is a truly beautiful film. An innocent Michael Corleone who strays from the ""family business"" after an attempt at his father's life, takes on the role of crime family Godfather. It all started with vengeance, it ended with a war between families. This is a graphic and haunting tale of the true lives of these crime lords, it wasn't all guns and infamy. There was loss, sorrow and mostly death of loved ones. This reminds us of what we are all capable of in our hearts, it only starts with a little vengeance. This one will stick in your heart for years.",positive
"one of the best movies in cinema history, if not the best",positive
Do I really need to say anything the movie says it all,positive
The original crime story that will live forever.,positive
Enough said about an instant classic.,positive
the single greatest film ever made,positive
Add a review (optional)...,positive
"Jag gick och kÃ¶pte bluray boxen, var ett tag sedan jag sÃ¥g filmerna, nÃ¤r man ser fÃ¶rsta scenen med begravnings entrepenÃ¶ren som ber Don Vito om rÃ¤ttvisa sÃ¥ Ã¤r man fast, jag kan fan inte stÃ¤nga av, hela filmen Ã¤r en frÃ¶jd, jag fÃ¶rsÃ¶ker se den sÃ¥ kritiskt jag kan men jag kan inte lÃ¥ta bli att Ã¤n en gÃ¥ng bli tagen av historien.",positive
Hell to the Yeah. ;D,positive
Marlon Brando as Don Corleone now that was a masterclass in acting while James Cann and Al Pacino put in great performances as Sonny and Michael Corleone his sons who could do no wrong,positive
"Cannot be faulted. In any way whatsoever. Coppola's genius was not just the script, his vision for the look, feel and music, et al, but his casting and his direction of the actors was quite simply 110% perfect!",positive
"Don Corleone cool,Mikey,Sooney... Mafia Family",positive
"Hands down, my favorite movie of all time. Possibly the most quotable movie of all time (with Pulp Fiction, Airplane and The Princess Bride). What's not to like?",positive
Its more than a movie.,positive
"Beautifully shot, powerfully acted, pretty much the ultimate familial drama.",positive
all time gangster film,positive
sorry but I'm not really a fan...,negative
One of the greatest movies ever made and will always be one of my favorite movies.,positive
"if you don't like this movie, you should be shot.",positive
"Not only a fantastic novel, but a masterpiece in cinema form also, with possibly the best cast ever.",positive
"There arent many better movies than this one - an absolute stonewall masterpeice and worthy Best Picture Oscar winner. Immensly quotable, career-best performances and memorbale scenes - this is simply a film you can enjoy time and time again.",positive
Timeless masterpiece,positive
We don't discuss business at the table.,positive
Classic. The American Film Institute got it right in saying it is the second-best American film ever made. It is unbelievably perfect.,positive
"Possibly one of the greatest movies ever made. The storyline is epic beyond imagination! The score is wonderful, the acting is wonderful, hell everything is wonderful. When i saw this growing up it really gives you that sense of family is everything and never to betray the ones you love. If only everyone went by that code of honor. I can't recommend a movie highly enough. If you've never seen the Godfather why are you sitting down reading this? Go and watch it ASAP!",positive
"in my top five movies, it rivals the book, coppolas best movies, it shows the power that a single mancan have",positive
Just one word for this film: A MASTERPIECE,positive
"Being raised Catholic, I was in awe when I first saw the Baptism/assassination scene.",positive
The most realistic crime drama and the greatest Brando/Coppola partnership.,positive
"This was one of the most long and drawn out movie I have ever seen. Now I know people consider this a classic and one of the best movies ever, but I thought it had little action and the story was nothing to love. I was waiting for the movie to get thought provoking or a little intense, but it never happened in the 3 hours. I guess it just isn't my taste.",negative
"Top class movie,just some epic scenes,great quotes,great performances by Brando,Pacino and James Caan.",positive
"I love part I,II & III",positive
The epitome of a classic. This is the mob movie prototype that all other gangster films try to emulate. Marlon Brando and Al Pacino are fantastic. Probably the best movie ever made.,positive
Best movie ever bar one,positive
One of the greatest movies of all time. The Godfather doesn't have too many flaws and is just one great watch.,positive
"Quite possibly, The Godfather is cinema's greatest masterpiece. Set just after WWII, the film showcases a Mafia family led by an aging Don leading to a transition of leadership to his youngest son. With classic scene after classic scene and classic line after classic line, The Godfather is movie that is truly timeless. 100 years from now, this move will still have the same impact as it did when first released in 1972. Though Brando rightfully earned a Academy Award for his performance, the breakout star is a young Al Pacino in the movie that made him a god in the eyes of film fans. Pacino's portrayal of Michael Corleone is amazing as you watch him change from seemingly the black sheep who wants nothing to do with the family business to the power hungry lord of the New York underworld. There isn't much I can say about this film that hasn't already been said.",positive
This is in my top 10 all-time....,positive
"He's gonna make you a offer, you can't refuse.",positive
"One of the gretest movie ever made. Dharmatama, Dayavan, Sarkar, Sarkar Raj etc are inspired by GODFATHER. Many movies copied scene sequences like hiding gun in toilet flush, Changing postion in Hospital, Trap to call on sister news etc. etc. Amitabh asked to alter voice like GF in Agnipath. One of the Favourite Movie.",positive
AMAZING!!!!! It in my top five favorite movies of all time. Suspenseful plot. Great direction. Supurb acting. This movie is close to perfect as a movie can get!! I suggest everybody see it.,positive
Im going to make him an offer he wont refuse,positive
